State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Population_Size,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured
1,45,Dale,Alabama,AL,48748,7702.184,13503.195999999998,28956.312,5752.264,584.976,36804.74,10188.332,243.74,633.724,1559.936,14819.392,38754.66,12187.0,12908.93161629432,14283.164,5898.507999999999,7831.0
1,47,Dallas,Alabama,AL,44366,11091.5,12866.14,25466.084,5368.286,665.49,14374.584,29680.854000000007,44.36600000000001,133.09799999999998,266.196,13975.29,38110.394,16237.956,11748.5365571616,9050.663999999999,5102.09,9242.0
1,49,DeKalb,Alabama,AL,67271,10157.921,16817.75,41169.852,8274.333,1076.336,64580.16,1210.878,538.168,201.813,5919.848000000001,24890.27,54287.697,16346.853000000001,23746.662999999997,12848.761,5247.137999999999,12260.0
1,51,Elmore,Alabama,AL,73937,9242.125,18558.186999999998,47319.68,7245.826000000001,887.2439999999998,57153.301,15304.959,295.7480000000001,369.685,1256.929,20480.549,62846.45,18336.376,17005.51,16709.762000000002,4066.535,8320.0
1,53,Escambia,Alabama,AL,38082,7083.252,9292.008,23382.348,4760.25,647.394,24486.726,12071.994,1104.378,114.246,380.82,13062.125999999998,33169.422,12833.634000000002,10084.473902759502,9939.402,4341.348,6490.0
1,55,Etowah,Alabama,AL,103189,16200.672999999999,24765.36,62222.96699999999,14343.271,1857.402,86472.382,15065.594,309.56699999999995,515.945,2476.536,35187.449,83995.84600000002,27964.219000000005,39418.198000000004,32504.535,10525.277999999998,16180.0
1,57,Fayette,Alabama,AL,18228,2934.7080000000005,4283.58,11009.712,2479.008,437.472,15931.272000000004,2150.9040000000005,36.455999999999996,54.684,164.05200000000005,4831.948640072531,14386.11392647062,5960.5560000000005,4826.946859395521,3864.336,2314.9559999999997,2358.0
1,59,Franklin,Alabama,AL,30737,5348.237999999999,7561.3020000000015,18503.674000000006,4210.969,461.055,28923.517,1290.9540000000004,122.948,184.422,3288.8589999999995,8882.992999999999,26280.135,7421.506696492794,8139.4484099868405,7104.206066607859,2213.064,5977.0
1,61,Geneva,Alabama,AL,25735,4529.360000000001,5893.315,15415.265,3885.985,540.435,22595.33,2779.38,180.145,51.47,514.7,6821.9331935630125,20310.875680147103,8878.575,6814.871484888289,5948.0997860608795,2419.09,4759.0
1,63,Greene,Alabama,AL,9661,2405.589,2705.08,5593.719,1159.32,202.88100000000003,1922.539,7699.817000000001,9.661,19.322,67.627,2560.9751926563927,7624.7666580882515,2332.6666946942405,2558.3242049934233,2232.9353811204255,685.9309999999999,2384.0
1,65,Hale,Alabama,AL,18316,3773.0960000000005,4908.688,11099.496,1996.444,311.372,7381.347999999999,10843.072,18.316000000000006,36.63200000000001,164.84400000000005,4855.276019945604,14455.566308823561,4422.432789568337,4850.25009198422,4233.355184825766,952.432,3422.0
1,67,Henry,Alabama,AL,16610,2707.43,3936.57,10032.44,2308.79,348.81,11228.36,5265.37,33.22,0.0,348.81,4403.042951042613,13109.137169117676,4010.5158678057483,4398.485151116941,3839.049444199386,1328.8,2556.0
1,69,Houston,Alabama,AL,94249,14420.097,24410.491,56737.898,11404.129,1696.4820000000002,68047.77799999999,24410.491,376.996,659.743,1507.984,31007.921000000002,73231.473,27803.455,32044.66,23562.25,8293.912,14235.0
1,71,Jackson,Alabama,AL,53650,7779.25,12715.05,33102.05,7028.15,804.75,49679.9,2038.7,858.4,160.95,858.4,18241.0,44153.95,15773.1,15665.8,19850.5,3272.65,7294.0
1,73,Jefferson,Alabama,AL,657229,94640.976,165621.70799999998,403538.606,76895.793,11172.893,373306.0719999999,270778.348,1314.4579999999999,7229.519,15116.267,190596.41,519868.13899999997,178109.059,209656.05099999998,153791.586,63751.212999999996,87428.0
1,75,Lamar,Alabama,AL,14962,2408.882,3366.45,9037.048,2259.262,314.202,13181.522,1705.668,29.924,14.962,224.43,3966.1847461468733,11808.483463235321,3612.603155575533,3962.0791590013046,3458.149174239086,478.784,2237.0
1,77,Lauderdale,Alabama,AL,87691,13679.795999999998,20081.239,53666.892,12539.813,1490.7469999999996,77957.299,8506.027,263.073,350.764,1052.292,22624.278000000002,67609.761,20870.458,30428.777000000002,18502.801,5875.2970000000005,11424.0
1,79,Lawrence,Alabama,AL,34605,4983.12,8512.83,21697.335,3979.575,415.26,27510.975,4187.205,1868.67,34.605,484.47,11038.995,29483.46,6886.395,9163.731406044657,9862.425,3183.66,5396.0
1,81,Lee,Alabama,AL,123254,18611.354,30936.754000000004,81963.91,9367.303999999998,1109.286,91331.21399999998,28348.42,246.50800000000004,2218.572,1972.0640000000005,31922.785999999996,92317.24600000001,26746.118,30197.23,33401.834,9613.812,17335.0
1,83,Limestone,Alabama,AL,70469,8315.342,16983.029000000002,45241.098,7399.245,775.1590000000001,59969.11899999999,9301.908000000001,352.345,352.345,2325.4770000000003,21422.576,56022.855,18321.94,18660.85792378445,17617.25,5707.9890000000005,8934.0
1,85,Lowndes,Alabama,AL,13076,3046.708,3792.04,7610.232000000001,1477.5880000000002,196.14,3648.204,9375.492,13.075999999999999,13.075999999999999,104.60799999999999,3466.2365820489586,10319.992632352963,3157.2248938848866,3462.648515111687,3022.2402487869463,1255.2959999999998,2951.0
1,87,Macon,Alabama,AL,22810,5884.98,6158.7,13366.66,2828.44,456.2,3581.17,18886.68,22.81,205.29,228.1,6046.562896645514,18002.37319852945,5507.51757643884,6040.303810775281,3581.17,3102.16,4325.0
1,89,Madison,Alabama,AL,298192,32502.928000000004,76038.96,186370.0,32502.928000000004,3280.112,213803.664,70075.12,2385.536,6262.032000000001,6560.224,68285.968,225433.152,68882.352,74249.808,63514.89600000001,19382.48,35743.0
1,91,Marengo,Alabama,AL,21879,4397.679,6082.362000000001,12667.941,2734.875,393.82200000000006,10305.009,11420.838,21.879,65.637,393.82200000000006,5799.7698209428845,17267.598562500036,5282.725868255387,5793.766202365295,3413.124,2472.327,4074.0
1,93,Marion,Alabama,AL,30154,5065.872,6754.496,18303.478,4462.792,663.388,28646.3,1176.006,90.462,60.308,452.31,7993.33878059837,25570.591999999997,9317.586,7985.064494086709,6969.457973533311,3045.5539999999996,5205.0
1,95,Marshall,Alabama,AL,85634,13016.368,22007.938,51722.936,10704.25,1198.876,82722.44399999999,1370.144,428.17,342.536,7278.89,29800.631999999998,70305.514,23549.35,31513.311999999998,27060.343999999997,6165.648,14593.0
1,97,Mobile,Alabama,AL,401427,74263.995,110793.852,242060.481,43354.116000000016,5218.5509999999995,249687.59399999998,138492.315,2809.989,6422.831999999999,5218.5509999999995,123639.516,305887.374,106779.58200000001,109188.144,100758.17700000001,26494.181999999997,65687.0
1,99,Monroe,Alabama,AL,23733,4200.741,6502.842,13860.072,2919.159,450.927,13527.81,9730.53,237.33,71.199,189.864,6291.235301450591,18730.83398161769,5730.377669514378,6284.722943495386,5485.379919276582,1922.3729999999998,4269.0
1,101,Montgomery,Alabama,AL,221619,39891.42,60501.987,134965.971,22826.757,3324.285,99950.169,116349.975,443.23800000000006,2659.428,3102.666,62496.558,167543.96399999998,52966.941,61610.082,45875.133,18837.615,32259.0
1,103,Morgan,Alabama,AL,113740,15013.68,28207.52,70518.8,13421.32,1592.36,97475.18,13421.32,796.18,796.18,5232.039999999999,26615.16,84736.3,25591.5,37192.98,32870.86,7620.58,16097.0
1,105,Perry,Alabama,AL,11371,3252.106,3593.236000000001,6163.081999999999,1398.6330000000007,216.049,3411.3,7914.2159999999985,11.371000000000002,11.371000000000002,102.339,3014.26859700816,8974.352724264725,2745.5494240107864,3011.1483837056435,2628.1656369651546,888.0964284663476,2776.0
1,107,Pickens,Alabama,AL,20178,3894.3540000000003,5306.814,11622.528,2845.098,403.56,11541.816,8555.472,20.178,20.178,161.424,5348.862171350863,15925.115580882388,4872.016205935243,5343.325308804192,3067.0559999999996,2582.784,3606.0
1,109,Pike,Alabama,AL,29639,6016.717000000001,7528.306,18376.18,3378.8460000000005,355.66799999999995,17842.678,10907.152,177.83399999999997,296.39,474.224,7172.637999999999,23392.035915441225,8624.949,7848.687621550573,4890.435,3349.2070000000003,5696.0
1,111,Randolph,Alabama,AL,22717,3566.5689999999995,5701.9670000000015,13289.445,3271.248,454.34,17446.656000000003,5020.457,68.15100000000001,90.868,295.32099999999997,7996.384,17928.974658088275,5485.062550809343,6015.676530880406,5020.457,1840.0769999999998,3575.0
1,113,Russell,Alabama,AL,49326,9174.636,12972.738,29644.926,6017.772,690.564,27671.886,20766.246,147.97799999999995,295.956,1035.846,16178.927999999998,38929.638772058905,14255.214,13061.991484888273,10851.72,4784.621999999999,8785.0
1,115,St. Clair,Alabama,AL,72330,9475.23,17503.86,46074.21,7956.3,795.63,65313.99,5931.06,289.32,216.99,940.29,20397.06,57647.01,19963.08,28208.7,20614.05,9402.9,8534.0
1,117,Shelby,Alabama,AL,171465,11831.085,44923.83,111623.71499999998,13717.2,1200.255,151232.13,16117.71,514.395,2400.51,5315.415,32406.884999999995,134257.095,35664.72,45781.155,36007.65,8230.32,13249.0
1,119,Sumter,Alabama,AL,13819,3648.216,3896.958,7959.7440000000015,1589.185,373.11300000000006,3440.931,10322.793,13.819,13.819,193.466,3663.1938916591125,10906.39172426473,3336.6236470323684,3659.4019448094523,3193.9689505955034,1630.642,3465.0
1,121,Talladega,Alabama,AL,80457,13516.776000000002,20033.793,49641.96900000001,9654.84,1126.3980000000001,54308.475,25263.498,160.91400000000004,321.8280000000001,885.0270000000003,27435.837000000003,63641.486999999994,26309.439000000002,33952.85400000001,19390.137000000002,8769.813,12378.0
1,123,Tallapoosa,Alabama,AL,40717,6514.72,9609.212,24348.766,5944.682,814.34,29682.693000000007,10708.571000000002,81.43400000000003,81.43400000000003,366.453,13070.157,32288.581000000002,9446.344000000001,10782.246833114297,11970.798,2280.152,6488.0
1,125,Tuscaloosa,Alabama,AL,168908,27869.82,42227.0,107932.212,16721.892,2026.896,114350.716,50841.308,337.816,1857.9880000000005,2702.528,45774.068,133437.32,42733.724,50165.676,40200.104,13343.732,23311.0
1,127,Walker,Alabama,AL,70117,10377.316,16547.612,42771.37,9606.029,1121.872,64858.225,4487.488,210.351,140.234,841.404,24470.833,55602.780999999995,21385.685,24540.95,23699.545999999995,8063.455,10818.0
1,129,Washington,Alabama,AL,17773,3003.6369999999997,4834.2559999999985,10557.162,2132.76,231.049,11730.18,4692.071999999999,1190.7910000000004,17.773000000000003,159.957,4711.335482774253,14027.013540441207,4291.324414118698,4706.458554533497,4107.85224393472,1866.165,3037.0
1,131,Wilcox,Alabama,AL,12937,3609.423,3958.722,7296.467999999999,1423.07,258.74,3505.927,9392.262,12.937,12.937,103.496,3429.3899252039905,10210.289437500021,3123.663081384887,3425.839999999992,2990.113344949275,983.212,2960.0
1,133,Winston,Alabama,AL,24498,4140.161999999999,5585.544,15237.756,3356.226,342.972,24081.534,146.988,97.992,24.498,465.462,6494.024456029014,19334.59616911769,6859.44,6487.302181340327,6589.9619999999995,2082.33,4592.0
2,13,Aleutians East,Alaska,AK,2713,317.421,363.542,2257.216,81.39,10.852,906.142,51.547,803.048,908.855,401.524,719.1725181323666,2141.185378676475,655.0589734712219,718.4280683311415,627.0524468460527,211.89038874586237,488.0
2,16,Aleutians West,Alaska,AK,5382,392.88599999999997,753.48,4483.206,139.93200000000002,5.3820000000000014,2621.034,204.516,1006.434,1442.376,645.84,1426.6813463281962,4247.644566176479,1299.4940638489186,1425.2045203679334,1243.9352262902526,420.3442949613827,854.0
2,20,Anchorage,Alaska,AK,275043,23928.740999999995,82237.85699999999,175202.391,15952.494,1650.2579999999996,198030.96,17052.666,23378.655,21178.311,17602.752,72909.46070942885,217072.63181250048,66409.65176573729,72833.98864651757,63570.359800176506,21481.374195292377,37239.0
2,50,Bethel,Alaska,AK,17127,3579.5429999999997,7056.324000000001,9214.326,787.842,68.508,2295.018,102.762,14044.14,222.65099999999998,188.397,4540.091307796919,13517.169915441205,4135.346494154669,4535.391642575548,3958.5430361711556,1337.6508249356377,4088.0
2,60,Bristol Bay,Alaska,AK,1112,90.07199999999999,294.68,751.712,62.272,4.448,640.5120000000002,6.672000000000001,460.368,3.3360000000000003,11.12,294.77325475974624,877.6255588235313,268.49449999999956,294.4681208935604,257.01523070136767,86.849285766826,153.0
2,68,Denali,Alaska,AK,1881,124.14599999999999,421.344,1373.13,82.76400000000002,5.643,1685.3759999999993,24.453000000000007,88.40700000000002,43.26299999999999,52.66799999999999,498.62274478694485,1484.5446727941207,454.1710022482007,498.1065965834416,434.75328142920205,146.90962817212204,276.0
2,70,Dillingham,Alaska,AK,4926,891.6060000000001,1812.768,2788.1160000000004,300.486,24.63,1157.61,24.63,3512.238,24.63,123.15,1305.8031051677247,3887.7549485294203,1189.3920026978396,1304.451406044675,1138.540491398325,384.7298396469289,1133.0
2,90,Fairbanks North Star,Alaska,AK,87560,6829.68,27318.72,55425.48,4290.440000000001,437.8,69259.95999999999,4640.68,6829.68,2276.56,4553.12,23210.74297370808,69105.12044117662,21141.52735611507,23186.71642575553,20237.63812968683,6838.600235380652,11681.0
2,100,Haines,Alaska,AK,2272,259.008,483.936,1522.24,234.016,34.08,1988.0,6.816,218.112,15.903999999999998,31.808,602.2705349048052,1793.1342352941217,548.578690647481,601.6470959264112,525.1246440229384,177.44746156675242,355.0
2,110,Juneau,Alaska,AK,30987,2262.051,8273.529,20513.394,1952.181,247.896,23333.211,340.85699999999997,3780.414,1735.2720000000002,1115.532,8214.153637805986,24455.920136029465,7481.869668615095,8205.650775295644,7161.988267754749,2420.142821993379,3926.0
2,122,Kenai Peninsula,Alaska,AK,51960,5144.04,14237.04,33046.56,4312.68,311.76,45465.0,311.76,4000.92,675.48,1402.92,13773.757479601092,41008.47485294126,12545.84012589926,13759.499605781833,12009.452686369663,4058.1734608311863,8308.0
2,130,Ketchikan Gateway,Alaska,AK,13262,1074.222,3647.05,8461.155999999999,1021.174,132.62,9827.142,132.62,2095.396,702.8860000000001,384.598,3515.5421804170455,10466.789713235317,3202.134945143879,3511.903074901437,3065.2302064402325,1035.7870753953655,1804.0
2,150,Kodiak Island,Alaska,AK,13051,1135.437,4111.065,8196.027999999998,678.6519999999998,65.255,8104.6709999999985,156.612,2049.007,2283.925,874.4169999999998,3459.609485494108,10300.261841911786,3151.1885966726563,3456.0282785808063,3016.462028672257,1019.3075796248617,2491.0
2,164,Lake and Peninsula,Alaska,AK,1570,260.62000000000006,535.37,926.3,100.48,6.28,367.38,0.0,1122.55,12.56,20.41,416.18166364460575,1239.093639705885,379.0794649280569,415.75085413928946,362.87222320247054,122.61994483265902,395.0
2,170,Matanuska-Susitna,Alaska,AK,76006,7980.63,22117.746,48795.852,4712.372,380.03,67113.298,836.066,4332.3420000000015,760.06,2128.168,20147.96402991841,59986.33833088248,18351.79223651076,20127.10791064384,17567.175921482154,5936.211163663109,9561.0
2,180,Nome,Alaska,AK,9328,1623.072,3498.0,5279.648,485.056,65.29599999999999,1865.6,46.64,7061.2959999999985,102.60799999999999,102.60799999999999,2472.702266545785,7361.95252941178,2252.263215827334,2470.1426544020965,2155.969489192768,728.5342964325116,1795.0
2,185,North Slope,Alaska,AK,6924,803.184,2734.98,3835.896,311.58,41.544,1087.068,76.164,4985.28,491.60399999999987,270.036,1835.4406618313694,5464.639720588248,1671.8128758992775,1833.5407095926369,1600.3358429642715,540.7773872747331,1202.0
2,188,Northwest Arctic,Alaska,AK,7621,1295.57,3177.957000000001,4046.7509999999997,381.05,15.242,998.351,7.621,6371.156,76.21,426.776,2020.2041137805988,6014.7341580882485,1840.1048421762557,2018.1129040735825,1761.4326197618013,595.2143946303786,1291.0
2,201,Prince of Wales-Outer Ketchikan,Alaska,AK,5660,781.08,1516.88,3673.340000000001,447.14,22.64,3028.1,11.32,2314.94,22.64,135.84,1500.3746600181328,4467.050955882362,1366.6176888489185,1498.8215505913238,1308.1890339655945,442.0566164030892,1176.0
2,220,Sitka,Alaska,AK,8986,691.922,2426.22,5643.2080000000005,853.67,62.902,6146.424,35.944,1806.186,503.216,350.454,2382.043585675431,7092.035316176485,2169.686669964025,2379.5778186596526,2076.923438023822,701.8234549466713,1093.0
2,232,Skagway-Hoonah-Angoon,Alaska,AK,3126,362.616,712.7280000000002,2125.68,259.45799999999997,28.134,1913.112,6.252000000000002,1112.856,3.1260000000000003,128.166,828.6521532184952,2467.138036764711,754.7786034172648,827.7943758212858,722.5086431407153,244.14646340566375,598.0
2,240,Southeast Fairbanks,Alaska,AK,6614,1038.398,2037.112,4067.61,476.208,33.07,5410.252,185.192,760.61,52.912000000000006,218.262,1753.2646645512245,5219.9779191176585,1596.9627904676229,1751.44977660972,1528.6859135421275,516.5658058109598,1306.0
2,261,Valdez-Cordova,Alaska,AK,9899,900.809,2712.326,6513.542,613.738,59.394,7602.432,49.495,1445.254,415.758,237.576,2624.0651518585682,7812.603783088252,2390.132244154672,2621.348856767405,2287.944036612265,773.1304674512685,1551.0
2,270,Wade Hampton,Alaska,AK,7541,1892.7910000000002,3559.3520000000008,3589.5160000000005,354.42699999999996,30.164,354.42699999999996,0.0,7043.294,7.541,30.164,1998.9974048050776,5951.595628676483,1820.788691097119,1996.9281471747652,1742.9423153947967,588.9662445752112,2244.0
2,280,Wrangell-Petersburg,Alaska,AK,6245,555.805,1686.15,3884.39,593.275,81.185,4727.465,12.49,1011.69,137.39,168.615,1655.4487194016322,4928.751452205893,1507.867043615105,1653.7350854139252,1443.3993846493177,487.74621368150036,1015.0
2,282,Yakutat,Alaska,AK,722,77.976,159.562,506.844,51.98400000000001,2.888,417.316,0.722,293.132,5.0539999999999985,5.776,191.39054850407985,569.8252279411777,174.32826348920833,191.19243101182607,166.87499691221896,56.38955424788523,114.0
2,290,Yukon-Koyukuk,Alaska,AK,6143,1075.025,1984.189,3648.942,460.725,49.14400000000001,1652.467,6.143000000000002,4293.957,30.715,79.85900000000002,1628.4101654578428,4848.249827205893,1483.238950989206,1626.724520367933,1419.8242465813864,479.779822361162,1300.0
4,1,Apache,Arizona,AZ,69343,19069.325,25518.224,37098.505,6102.184,624.087,15394.146,416.058,52770.023,208.029,3189.778,15671.518,44795.578,17058.378,12759.112,9916.049,5200.725,17218.0
4,3,Cochise,Arizona,AZ,126106,20555.278000000002,34174.726,71754.314,18159.264000000006,2017.696,113621.506,5548.664000000002,1639.3780000000004,2648.226000000001,38840.648,28752.168,91679.062,30013.228000000003,32787.56,25473.411999999997,11475.645999999999,23944.0
4,5,Coconino,Arizona,AZ,123866,19323.095999999998,35921.14,78407.178,8670.62,867.062,81875.42599999999,1610.2580000000007,37035.934,1486.3919999999996,14368.455999999998,18332.168,87944.86,20437.89,21304.951999999997,24277.736,5202.372,22678.0
4,7,Gila,Arizona,AZ,51663,8834.373,13122.402,27743.031000000006,9660.981,1136.586,43138.605,361.641,7542.797999999999,309.978,8421.069,16893.801,38333.946,12657.435,17823.735,13225.728000000001,4546.344,10361.0
4,9,Graham,Arizona,AZ,33073,6779.965,9954.973,18917.756,3671.103,529.168,26590.692000000006,727.6060000000001,5390.899,231.511,9194.294,8532.834,26259.962000000003,7871.374,8235.177,5324.753000000001,3604.9570000000003,6343.0
4,11,Greenlee,Arizona,AZ,7521,842.352,2256.3,4422.348,744.5790000000002,97.773,7235.202000000001,60.168,142.899,37.605,3489.744,1993.6957275611974,5935.810996323542,1815.959653327335,1991.631957950061,1738.3197393030455,376.05,1082.0
4,12,La Paz,Arizona,AZ,20238,3480.9359999999997,4169.028,10199.952,5261.88,586.9019999999998,17040.396,202.38,2671.416,121.428,4614.264,5383.308000000001,16878.492000000002,4452.36,5359.213876478305,3663.0780000000004,1679.7540000000001,4885.0
4,13,Maricopa,Arizona,AZ,3635528,465347.58400000003,1039761.008,2192223.384,352646.216,50897.39199999999,3235619.92,156327.704,79981.61600000001,105430.312,1043396.536,847078.0240000001,2715739.416,723470.0719999999,778002.9919999999,723470.0719999999,229038.264,537647.0
4,15,Mohave,Arizona,AZ,187200,27892.8,43617.6,104644.8,35193.6,3744.0,176342.4,1872.0,4680.0,2059.2000000000007,23961.6,52228.8,145267.19999999998,46800.0,57283.2,55036.8,14040.0,31916.0
4,17,Navajo,Arizona,AZ,108432,23204.447999999997,36758.448,59746.032,10951.632,975.888,52589.52,1192.7520000000004,52914.816,433.728,9433.584,25698.384,81757.728,27216.432,29385.072,21469.536,9542.016000000001,22206.0
4,19,Pima,Arizona,AZ,924786,132244.39800000002,240444.36,551172.456,115598.25,17570.933999999994,820285.182,31442.724,33292.296,24044.436,292232.376,193280.27399999998,653823.702,182182.842,220099.068,172934.982,61035.876,149746.0
4,21,Pinal,Arizona,AZ,229549,33514.154,59912.289,136352.106,30070.919,3213.686,199478.081,8034.215,16986.626,2525.0389999999998,67946.504,61748.681,169407.16199999998,61289.583,64962.367,50041.682,24332.194,33439.0
4,23,Santa Cruz,Arizona,AZ,42009,8065.727999999999,14031.006000000001,23104.95,4368.9360000000015,504.108,41042.79300000001,252.054,336.07200000000006,336.07200000000006,33775.236000000004,15501.320999999998,28062.012,8401.8,8569.836,7603.629,2940.63,11544.0
4,25,Yavapai,Arizona,AZ,198701,23844.12,41925.911,113060.869,38746.695,4967.525,189958.15600000002,1390.9070000000002,3377.917,1589.6080000000004,22850.615,46496.03399999999,137699.79299999998,31792.16,56629.785,43515.51899999999,11325.957,28886.0
4,27,Yuma,Arizona,AZ,181277,32629.86,55833.316000000006,93901.486,28279.212,3262.986000000001,168587.61,4894.479,3444.263,2537.878,98977.242,48400.958999999995,133238.595,46588.18899999999,48582.236000000004,29366.874,16677.484,45336.0
5,1,Arkansas,Arkansas,AR,20073,3472.6290000000004,4998.177,11943.435,2770.074,361.314,14974.458,4917.885,20.073,80.292,220.80300000000003,7045.6230000000005,15917.889,6162.411,5315.520315374494,5861.316,1565.694,2858.0
5,3,Ashley,Arkansas,AR,23178,4125.684,6003.102,13953.156,2781.36,440.382,16525.914,6443.484,23.178,69.53399999999999,880.7639999999999,8112.3,20582.064,6999.755999999999,6698.441999999999,6883.866,1784.7060000000001,3783.0
